name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 6633237, 10000002460
Euler 3D: default, true, 772065, 10000007409
SWE 2: Compiled, true, 28762585, 10000001308
SWE 1: Default SWE, true, 2491376, 10000001628
Kernel 1: Base Euler, true, 3611085, 10000002535
Kernel 2: Basic Inline, true, 13574935, 10000000976
Kernel 3: Compiled, true, 31561984, 10000001106
