name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 13264817, 20000001821
Euler 3D: default, true, 1539239, 20000001941
SWE 2: Compiled, true, 57514296, 20000001685
SWE 1: Default SWE, true, 5005805, 20000001750
Kernel 1: Base Euler, true, 7254700, 20000001850
Kernel 2: Basic Inline, true, 27262433, 20000001469
Kernel 3: Compiled, true, 63272806, 20000001066
