name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 3308673, 5000002204
Euler 3D: default, true, 384548, 5000002925
SWE 2: Compiled, true, 14381341, 5000001132
SWE 1: Default SWE, true, 1248215, 5000001110
Kernel 1: Base Euler, true, 1828703, 5000002107
Kernel 2: Basic Inline, true, 6783787, 5000001095
Kernel 3: Compiled, true, 15780884, 5000001145
