name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 22730663, 60000002532
Euler 3D: default, true, 3493149, 60000017977
SWE 2: Compiled, true, 116977906, 60000001520
SWE 1: Default SWE, true, 11412595, 60000002591
Kernel 1: Base Euler, true, 16761687, 60000004536
Kernel 2: Basic Inline, true, 57137901, 60000001927
Kernel 3: Compiled, true, 144006986, 60000001910
