name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 3763828, 10000003840
Euler 3D: default, true, 586267, 10000011074
SWE 2: Compiled, true, 19455654, 10000001795
SWE 1: Default SWE, true, 1880998, 10000003088
Kernel 1: Base Euler, true, 2736881, 10000003659
Kernel 2: Basic Inline, true, 9420372, 10000002327
Kernel 3: Compiled, true, 23878118, 10000001767
