name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 18871648, 50000002115
Euler 3D: default, true, 2920193, 50000006579
SWE 2: Compiled, true, 97511211, 50000002586
SWE 1: Default SWE, true, 9477984, 50000006985
Kernel 1: Base Euler, true, 13724673, 50000001472
Kernel 2: Basic Inline, true, 47696949, 50000002115
Kernel 3: Compiled, true, 119985462, 50000001422
