name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 8055435, 50000005695
Euler 3D: default, true, 4152325, 50000009433
SWE 2: Compiled, true, 73413068, 50000001046
SWE 1: Default SWE, true, 12608856, 50000003201
Kernel 1: Base Euler, true, 17823762, 50000006149
Kernel 2: Basic Inline, true, 62728151, 50000001761
Kernel 3: Compiled, true, 60255670, 50000001225
