name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 808542, 5000003079
Euler 3D: default, true, 417719, 5000001556
SWE 2: Compiled, true, 7358804, 5000001065
SWE 1: Default SWE, true, 1251930, 5000004332
Kernel 1: Base Euler, true, 1799445, 5000002017
Kernel 2: Basic Inline, true, 6232533, 5000001476
Kernel 3: Compiled, true, 6012233, 5000000885
