name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 9668335, 60000001845
Euler 3D: default, true, 5046632, 60000004377
SWE 2: Compiled, true, 88200501, 60000001780
SWE 1: Default SWE, true, 15541993, 60000001796
Kernel 1: Base Euler, true, 21941392, 60000003183
Kernel 2: Basic Inline, true, 74970103, 60000001663
Kernel 3: Compiled, true, 72232807, 60000001462
