name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 1612650, 10000002893
Euler 3D: default, true, 844469, 10000004215
SWE 2: Compiled, true, 14672174, 10000001580
SWE 1: Default SWE, true, 2579062, 10000001340
Kernel 1: Base Euler, true, 3642344, 10000003645
Kernel 2: Basic Inline, true, 12522242, 10000001059
Kernel 3: Compiled, true, 12049134, 10000001200
