name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 15067084, 40000004839
Euler 3D: default, true, 2327641, 40000012543
SWE 2: Compiled, true, 77959380, 40000001793
SWE 1: Default SWE, true, 7716906, 40000006057
Kernel 1: Base Euler, true, 11070756, 40000001235
Kernel 2: Basic Inline, true, 38093261, 40000001487
Kernel 3: Compiled, true, 96378882, 40000002056
