name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 1857841, 5000004234
Euler 3D: default, true, 289227, 5000015325
SWE 2: Compiled, true, 9703387, 5000001960
SWE 1: Default SWE, true, 955518, 5000002510
Kernel 1: Base Euler, true, 1391023, 5000002771
Kernel 2: Basic Inline, true, 4797168, 5000006258
Kernel 3: Compiled, true, 12040501, 5000001780
