name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 36197256, 60000002798
Euler 3D: default, true, 3011852, 60000002106
SWE 2: Compiled, true, 138825346, 60000001655
SWE 1: Default SWE, true, 9058971, 60000006602
Kernel 1: Base Euler, true, 9174077, 60000003708
Kernel 2: Basic Inline, true, 50830920, 60000002589
Kernel 3: Compiled, true, 149168978, 60000001631
