name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 6309690, 10000002260
Euler 3D: default, true, 513449, 10000015518
SWE 2: Compiled, true, 22387629, 10000001303
SWE 1: Default SWE, true, 1504408, 10000002768
Kernel 1: Base Euler, true, 1530496, 10000001237
Kernel 2: Basic Inline, true, 8405332, 10000001634
Kernel 3: Compiled, true, 26290155, 10000001477
