name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 31486536, 50000001291
Euler 3D: default, true, 2621030, 50000017236
SWE 2: Compiled, true, 120211402, 50000001772
SWE 1: Default SWE, true, 7592312, 50000006917
Kernel 1: Base Euler, true, 7688732, 50000005545
Kernel 2: Basic Inline, true, 42266776, 50000001948
Kernel 3: Compiled, true, 134217730, 50334236211
