name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 18806694, 30000001889
Euler 3D: default, true, 1560364, 30000019582
SWE 2: Compiled, true, 70475924, 30000001642
SWE 1: Default SWE, true, 4543952, 30000003698
Kernel 1: Base Euler, true, 4535946, 30000007036
Kernel 2: Basic Inline, true, 25750865, 30000002593
Kernel 3: Compiled, true, 79646011, 30000002165
