name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 3123788, 5000001546
Euler 3D: default, true, 256323, 5000005243
SWE 2: Compiled, true, 11651969, 5000001189
SWE 1: Default SWE, true, 743212, 5000003949
Kernel 1: Base Euler, true, 755185, 5000006218
Kernel 2: Basic Inline, true, 4290742, 5000001891
Kernel 3: Compiled, true, 13268484, 5000001858
