name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 38588247, 60000004201
Euler 3D: default, true, 4046844, 60000013338
SWE 2: Compiled, true, 153878653, 60000001595
SWE 1: Default SWE, true, 14059189, 60000007508
Kernel 1: Base Euler, true, 19810539, 60000004552
Kernel 2: Basic Inline, true, 70988699, 60000005093
Kernel 3: Compiled, true, 158912300, 60000003039
