name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 3209477, 5000005341
Euler 3D: default, true, 336624, 5000011673
SWE 2: Compiled, true, 12830917, 5000002801
SWE 1: Default SWE, true, 1155381, 5000004659
Kernel 1: Base Euler, true, 1634655, 5000002626
Kernel 2: Basic Inline, true, 5906769, 5000002866
Kernel 3: Compiled, true, 13397775, 5000004188
