name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 6411359, 10000001163
Euler 3D: default, true, 522610, 10000010007
SWE 2: Compiled, true, 23842805, 10000000894
SWE 1: Default SWE, true, 1508433, 10000004987
Kernel 1: Base Euler, true, 1531633, 10000003916
Kernel 2: Basic Inline, true, 8590604, 10000001488
Kernel 3: Compiled, true, 26705962, 10000001680
