name, tests_passed, num_trials, total_time
Euler3D 2: Compiled, true, 3316009, 5000001365
Euler 3D: default, true, 384865, 5000004781
SWE 2: Compiled, true, 14407020, 5000001085
SWE 1: Default SWE, true, 1257087, 5000004651
Kernel 1: Base Euler, true, 1843177, 5000000824
Kernel 2: Basic Inline, true, 6796800, 5000140216
Kernel 3: Compiled, true, 15819626, 5000001224
